stim_id,gender,age,task_rt,face_width,face_length
face_2008,f,22,439.08,63.989999999999995,114.46
face_2009,m,34,276.2,67.93,112.45
face_2010,f,31,423.55,62.03,111.64
face_2011,m,47,382.4,66.83,112.57
face_2012,f,44,542.66,58.18,115.94
face_2013,m,43,271.16,62.5,113.72
face_2014,f,26,680.23,63.93000000000001,108.24
face_2015,f,38,1612.64,59.02,117.34
face_2016,m,29,845.81,59.44,114.86
face_2017,m,33,640.69,65.8,111.13
face_2018,m,57,575.67,62.85,114.27
face_2019,f,23,1130.58,57.41,117.45
face_2020,m,36,547.9,64.86,111.29
face_2021,f,20,724,61.92,113.21
face_2022,f,34,287.15,59.22,116.08
face_2023,m,51,445.61,62.32,114.8
face_2024,m,55,326.55,64.67,111.02
face_2025,m,27,646.41,64.96,113.77
face_2026,f,34,280.54,60.93,114.69
face_2027,m,39,795.19,65.02,113.99
face_2028,m,21,575.31,67.35,108.48
face_2029,f,55,458.33,65.63,110.4
face_2030,m,48,842.3,62.31,112.83
face_2031,f,52,839.04,69.48,103.54
face_2032,f,18,429.92,60.41,113.13
face_2033,f,31,261.09,65.25,110.75
face_2034,m,42,657.96,63.47,115.2
face_2035,m,50,310,67.77,111.5
face_2036,m,19,536.56,66.22,111.93
face_2037,f,48,481.08,59.46,118.96
face_2038,f,50,608.77,67.03,110.83
face_2039,m,29,387.35,64.34,113.83
face_2040,f,24,858.96,62.68000000000001,116.44
face_2041,f,58,752.22,60.31,111.72
face_2042,f,42,571.1,60.49,115.79
face_2043,f,41,572.09,58.56,114.5
face_2044,f,32,403.45,61.78,113.13
face_2045,f,21,321.71,62.769999999999996,115.4
face_2046,m,31,727.88,63.42,114.52
face_2047,f,40,367.98,62.61,113.68
face_2048,f,40,1031.8,64.06,111.09
face_2049,f,57,605.86,60.14,118.77
face_2050,f,51,823.55,60.66,111.54
face_2051,f,45,324.2,58.59,114.65
face_2052,m,21,568.58,67.8,111.89
face_2053,f,37,385,59.43,113.79
face_2054,m,32,235.02,61.21,119.32
face_2055,f,56,299.01,59.75,112.98
face_2056,m,27,968.13,70.3,106.7
face_2057,m,50,643.61,59.89,120.62
face_2058,f,26,425.75,62.260000000000005,120.36
face_2059,m,19,474.59,66.17,106.33
face_2060,f,31,356.87,63.43000000000001,109.22
face_2061,f,45,346.79,62.78,111.18
face_2062,m,58,623.77,60.07,117.85
face_2063,f,36,356.33,64.21,114.93
face_2064,f,22,670.46,63.11,113
face_2065,f,35,308.48,64.27,112
face_2066,f,36,771.09,57.66,113.55
face_2067,f,23,686.88,60.83,113.46
face_2068,m,33,593.85,66.65,111.36
face_2069,f,19,289.62,62.849999999999994,115.79
face_2070,m,25,916.23,68.91,109.8
face_2071,m,37,791.81,62.2,114.72
face_2072,f,59,408.75,64.23,112.03
face_2073,m,37,643.6,66.84,115.51
face_2074,m,42,642.94,63.5,115.51
face_2075,f,33,467.4,57.8,112.91
face_2076,f,43,1252.91,59.47,114.46
face_2077,f,45,253.34,60.16,116.27
face_2078,m,19,566.81,58.28,117.89
face_2079,f,37,690.7,61.959999999999994,114.98
face_2080,f,59,328.53,57.14,119.84
face_2081,f,45,431.99,62.56,109.99
face_2082,m,39,446.05,63.75,116.02
face_2083,f,35,394.21,64.51,112.88
face_2084,f,52,495.19,61.91,115.15
face_2085,f,18,364.31,59.66,115.77
face_2086,f,48,384.52,58.52,110.85
face_2087,m,24,594.22,62.45,110.34
face_2088,f,55,493.1,66.35,107.86
face_2089,f,58,720.99,62.040000000000006,111.2
face_2090,m,47,450,64.72,113.29
face_2091,m,45,688.63,61.34,114.15
face_2092,f,55,950.06,57.38,118
face_2093,f,44,488.15,65.06,109.69
face_2094,m,34,558.43,63.3,117.2
face_2095,m,22,422.69,60.41,119.37
face_2096,m,33,439.82,66.91,113.87
face_2097,f,56,661.04,62.34,111.23
face_2098,m,56,411.39,65.25,115.78
face_2099,f,42,402.17,61.89,107.6
face_2100,m,37,744.52,63.44,117.02
face_2101,f,43,929.72,59.11,115.14
face_2102,f,59,514.17,59.48,120.32
face_2103,f,32,449.49,64,111.3
face_2104,f,50,660.04,60.65,113.46
face_2105,m,49,883.68,65.1,115.34
face_2106,m,46,363.25,61.9,114.87
face_2107,m,19,401.64,65.12,114.78
face_2108,f,18,712.2,63.150000000000006,112.9
face_2109,f,24,259.29,57.27,119.99
face_2110,m,38,286.16,63.13,113.14
face_2111,m,36,459.03,65.78,111.61
face_2112,f,59,646.48,62.81,112.71
face_2113,f,60,430.42,61.38,114.39
face_2114,f,52,503.18,60.64,116.91
face_2115,f,42,388.3,61.23,112.65
face_2116,f,32,615.55,60.34,113.26
face_2117,f,57,1004.44,59.27,112.58
face_2118,f,60,535.43,63.900000000000006,110.32
face_2119,m,22,580.22,64.54,113.53
face_2120,m,31,658.11,60.54,113.68
face_2121,f,59,706.18,63.16,111.91
face_2122,m,38,1345.65,68.41,113.42
face_2123,m,34,319.31,64.13,113.79
face_2124,m,33,554.13,71.38,103.59
face_2125,m,21,1227.73,64.08,116.21
face_2126,f,50,438.12,58.34,117.54
face_2127,m,36,597.03,58.44,115.62
face_2128,m,30,527.18,64.75,111.57
face_2129,f,54,251.58,62.269999999999996,114.66
face_2130,f,44,1044.82,65.47,110.11
face_2131,f,46,501.42,62.81,113.19
face_2132,f,55,1062.41,62.58,115.24
face_2133,m,26,489.44,66.23,113.78
face_2134,f,42,530.38,66.72,109.66
face_2135,m,42,595.84,62.68,112.06
face_2136,m,26,490.55,61.03,113.23
face_2137,f,35,460.79,60.24,113.67
face_2138,m,31,1122.71,63.36,119.24
face_2139,f,20,638.75,63.84,110.5
face_2140,m,49,489.47,60.29,117.95
face_2141,m,40,779.76,62.2,113.6
face_2142,m,55,767.47,67.05,110.61
face_2143,m,31,548.87,67.68,115.27
face_2144,m,26,274.71,65.19,113.9
face_2145,m,42,447.92,64.4,111.97
face_2146,f,58,267.45,62.730000000000004,113.2
face_2147,m,45,427.92,61.74,120.64
face_2148,f,60,443.45,58.89,116.98
face_2149,m,55,241.3,63.03,115.09
face_2150,m,38,488.21,65.98,111.31
face_2151,m,52,956.19,66.03,110.23
face_2152,f,40,279.6,62.67,109.4
face_2153,m,45,492.29,60.75,113.01
face_2154,f,21,490.57,63.239999999999995,111.51
face_2155,m,49,460.1,64.37,114.68
face_2156,f,41,665.99,58.87,114.39
face_2157,f,21,1073.21,62.7,116.55
face_2158,m,52,390.03,65.63,116.56
face_2159,f,33,504.11,60.34,113.47
face_2160,m,56,452.76,65.01,117.1
face_2161,m,26,429.46,66.98,112.66
face_2162,f,59,343.44,63.510000000000005,112.53
face_2163,f,53,288.83,62.540000000000006,116.48
face_2164,f,43,401.64,64.31,110.67
face_2165,m,44,287,61.93,120.86
face_2166,f,33,344.8,59.05,119.51
face_2167,f,36,590.5,62.650000000000006,112
face_2168,f,41,426.3,60.74,118.49
face_2169,f,29,810.75,59.81,114.15
face_2170,m,35,545.6,64.54,119
face_2171,f,22,482.21,64.42,111.24
face_2172,f,26,475.88,62.22,110.29
face_2173,m,47,1088.15,64.61,114.15
face_2174,f,27,887.68,54.05,121.55
face_2175,f,33,492.86,67.37,110.25
face_2176,m,34,312.06,64.57,112.37
face_2177,m,23,427.71,62.71,118.83
face_2178,m,19,434.07,60.67,116.33
face_2179,f,19,510.59,66.9,110.93
face_2180,m,19,423.22,56.08,119.86
face_2181,m,24,778.55,61.6,116.2
face_2182,f,48,384.95,60.35,115.12
face_2183,f,38,320.81,57.22,111.91
face_2184,m,20,521.25,64.32,114.79
face_2185,m,30,491.1,62.64,113.76
face_2186,m,29,516.54,68.51,110.99
face_2187,m,23,1020.17,60.9,120.47
face_2188,f,45,540.83,63.05,115.45
face_2189,m,32,278.5,65.99,117.01
face_2190,f,47,365.8,65.45,111.95
face_2191,f,51,563.64,62.900000000000006,109.95
face_2192,m,47,229.61,65.81,110.45
face_2193,f,47,713.97,62.78,113.73
face_2194,m,35,518.49,67.34,117.29
face_2195,f,40,469.32,61.89,115.2
face_2196,f,51,1106.28,60.56,107.44
face_2197,m,47,617.43,64.25,116.29
face_2198,f,42,411.16,63.06,111.26
face_2199,f,32,531.97,61.06,114.04
face_2200,m,57,1040.12,63.5,117.78
face_2201,f,32,390.6,63.41,112.19
face_2202,m,48,467.46,62.53,110.64
face_2203,f,34,505.4,59.42,117.76
face_2204,m,26,944.29,68.21,112.64
face_2205,f,31,403.86,63.84,112.79
face_2206,f,46,394.16,60.43,115.62
face_2207,f,47,341.74,61.7,113.6
face_2208,m,36,458.74,61.26,117.9
face_2209,m,23,542.5,61.6,113.7
face_2210,f,58,503.59,65.45,111.73
face_2211,f,24,503.57,61.22,113.56
face_2212,m,36,509.84,60.8,117.04
face_2213,f,20,373.51,64.8,107.56
face_2214,m,28,317.31,63.9,113.26
face_2215,m,40,449.21,64.52,113.54
face_2216,f,31,417.82,65.4,113.45
face_2217,f,39,671.3,62.34,111.42
face_2218,f,59,687.75,59.66,118.58
face_2219,m,44,411.58,64.79,114.11
face_2220,f,38,1024.28,65.29,109.43
face_2221,m,50,579.04,66.07,111.44
face_2222,f,53,589.38,57.04,121.42
face_2223,m,36,925.65,65.77,111.5
face_2224,f,19,673.03,62.55,110.4
face_2225,f,28,805.06,67.14,112.85
face_2226,m,25,423.57,65.4,112.69
face_2227,m,57,505.3,65.27,111.51
face_2228,m,21,433.18,62.94,115.7
face_2229,m,45,296.62,62.48,115.18
face_2230,m,41,950.33,61.22,117.32
face_2231,f,24,322.67,60.86,114.49
face_2232,f,30,791.86,61.92,117.42
face_2233,m,42,520.25,60.03,113.72
face_2234,m,31,588.97,70.6,108.65
face_2235,f,44,425.68,60.1,112.5
face_2236,f,24,403.63,61.67,113.58
face_2237,f,47,602.33,55.38,116.68
face_2238,m,18,379.17,65.83,111.21
face_2239,m,30,356.29,63.95,113.76
face_2240,m,24,364.44,65.31,110.38
face_2241,f,20,237.47,65.63,111.8
face_2242,f,60,400.35,61.650000000000006,110.04
face_2243,m,43,492.73,64.21,106.9
face_2244,f,18,680.4,61.19,112.1
face_2245,m,47,466.97,63.9,110.97
face_2246,m,48,779.56,64.96,115.16
face_2247,m,19,871.48,62.38,113.58
face_2248,f,25,1361.92,57.05,116.15
face_2249,f,54,411.96,59.71,113.89
face_2250,f,26,433.11,59.27,116.31
face_2251,f,47,519.16,59.06,115.03
face_2252,m,49,324.37,61.12,114.37
face_2253,f,60,359.38,60.92,115.59
face_2254,f,33,639.26,62.540000000000006,113.73
face_2255,m,54,653.16,64.1,120.01
face_2256,m,47,413.9,65.71,115.78
face_2257,m,29,616.84,65.26,113.26
face_2258,m,26,751.84,68.53,110.78
face_2259,m,23,527.73,62.89,113.32
face_2260,f,49,460.07,61.769999999999996,117.38
face_2261,f,24,475.35,64.35,109.77
face_2262,f,29,917.63,66.2,110.5
face_2263,f,39,476.84,61.650000000000006,116.86
face_2264,f,59,556.21,57.79,113.35
face_2265,f,30,495.66,59.18,119.28
face_2266,m,18,321.17,60.52,119.78
face_2267,f,53,394.91,62.14,116.97
face_2268,f,52,306.46,59.96,114.61
face_2269,f,55,478.51,59.56,112.89
face_2270,f,58,853.24,62.519999999999996,112.12
face_2271,m,47,658.22,65.12,110.44
face_2272,m,37,512.12,64.69,115.63
face_2273,f,47,729.64,61.4,110.72
face_2274,m,44,384.44,67.47,111.85
face_2275,m,23,503.59,64.42,113.46
face_2276,f,47,301.48,65.59,107.31
face_2277,f,22,594.11,58.08,111.37
face_2278,m,40,295.96,68.65,110.55
face_2279,m,37,481.87,63.33,115.48
face_2280,m,22,785.39,59.12,117.5
face_2281,m,22,344.77,64.63,111.77
face_2282,m,36,628.14,65.31,111.58
face_2283,f,59,560.77,64.86,115.43
face_2284,f,23,1064.38,59.31,115.77
face_2285,f,32,675.01,62.150000000000006,116.19
face_2286,m,32,812.87,58.08,114.04
face_2287,f,18,438.14,65.13,112.57
face_2288,f,36,343.34,60.43,115
face_2289,m,31,524.86,67.08,112.15
face_2290,m,46,419.98,62.43,117.32
face_2291,f,36,384.75,62.45,111.94
face_2292,m,51,1333.05,63.4,115.71
face_2293,f,34,685.65,62.43000000000001,112.67
face_2294,f,45,630.23,62.34,110.88
face_2295,f,60,581.74,56.74,118.47
face_2296,f,26,806.98,63.11,110.58
face_2297,f,48,477.7,62.349999999999994,111.23
face_2298,f,22,517.94,58.18,120.15
face_2299,m,53,408.8,64.74,114.5
face_2300,f,29,692.54,57.67,119.23
face_2301,f,58,489,59.8,114.54
face_2302,f,18,406.25,62.25,118.83
face_2303,m,56,602.98,60.91,115.06
face_2304,f,39,601.7,64.32,111.53
face_2305,m,60,1188.69,61.98,113.22
face_2306,f,60,869.21,58.05,117.65
face_2307,m,35,489.92,64.64,113.62
face_2308,m,48,744.19,64.4,114.75
face_2309,f,25,529.79,64.47,110.87
face_2310,m,26,440.26,62.93,113.55
face_2311,m,58,617.39,66.37,115.07
face_2312,f,60,457.36,61.83,112.69
face_2313,m,42,361.9,60.95,120.42
face_2314,f,25,650.99,64.01,107.57
face_2315,f,29,960.62,62.59,115.09
face_2316,m,51,422.03,64.77,111.21
face_2317,f,58,687.53,62.58,123.04
face_2318,f,58,768.62,61.5,116.86
face_2319,f,57,457.5,60.01,115.09
face_2320,f,19,370.09,63.81,111.71
face_2321,m,46,774.82,64.52,111.31
face_2322,f,30,617.14,59.7,112.19
face_2323,f,36,485.68,61.06,118.47
face_2324,f,58,1120.39,61.83,116.41
face_2325,f,30,557.83,64.86,114.1
face_2326,m,33,779.34,65.5,111.96
face_2327,m,36,456.4,58.8,113.81
face_2328,m,25,235.84,63.23,116.67
face_2329,f,33,735.88,64.5,112.99
face_2330,f,31,445.72,62.489999999999995,115.09
face_2331,m,58,389.56,64.29,110.04
face_2332,m,36,335.72,64.18,115.78
face_2333,f,34,653.87,58.27,121.78
face_2334,m,55,796.45,63.45,113.66
face_2335,m,18,719.6,66.35,110.25
face_2336,f,52,642.27,62.91,114.27
face_2337,f,42,449.46,62.09,111.77
face_2338,m,59,860.16,66.68,114.78
face_2339,m,39,434.61,64.45,112.9
face_2340,f,22,663.63,61.95,114.12
face_2341,m,45,557.2,59.64,116.76
face_2342,f,29,610.55,59.54,118.17
face_2343,f,31,349.3,64.43,117.31
face_2344,m,30,606.43,63.44,117.05
face_2345,f,24,472.44,62.06,117.37
face_2346,f,30,655.26,58.23,110.33
face_2347,m,42,833.59,64.91,112.79
face_2348,m,28,445.22,62.22,116.27
face_2349,m,46,686.72,63.87,113.39
face_2350,m,50,432.64,64.47,111.56
face_2351,f,23,534.99,61.849999999999994,112.46
face_2352,f,44,560.37,59.96,114.42
face_2353,f,28,809.7,63.2,114.35
face_2354,m,47,704.15,62.28,114.37
face_2355,m,26,399.02,62.55,114.92
face_2356,m,55,543.55,59.75,118.68
face_2357,m,34,327.03,66.18,108.15
face_2358,m,22,465.93,63.32,116.34
face_2359,f,36,562.77,60.34,115.27
face_2360,f,37,437.14,62.2,115.51
face_2361,m,36,857.53,62.97,107.6
face_2362,f,40,461.53,57.03,119.32
face_2363,m,60,270.02,62.22,116.31
face_2364,f,22,482.12,60.54,109.94
face_2365,f,26,644.65,60.63,113.66
face_2366,m,37,385.14,59.32,117.75
face_2367,f,33,550.05,64.48,111.82
face_2368,m,23,763.58,65.42,113.24
face_2369,m,48,364.5,63.84,110.27
face_2370,m,37,706.02,63.83,111.91
face_2371,m,44,439.56,65.08,114.74
face_2372,f,29,393.01,60.96,116.79
face_2373,m,25,292.36,58.85,119.64
face_2374,m,50,910.03,61.8,117.36
face_2375,m,35,641.36,59.11,117.51
face_2376,m,60,468.8,65.55,111.99
face_2377,f,37,1276.6,64.25,112.32
face_2378,m,56,598.59,66.8,108.72
face_2379,f,30,777.06,58.17,117.03
face_2380,m,50,884.88,65.24,116.04
face_2381,f,55,370.1,57.04,121.17
face_2382,f,40,603.75,61.46,119.12
face_2383,f,19,503.04,63.480000000000004,116.73
face_2384,f,35,476.26,62.8,113.65
face_2385,m,27,293.82,63.02,113.81
face_2386,f,22,595.43,59.16,115.03
face_2387,f,38,314.79,57.55,115.99
face_2388,m,37,661.07,65.59,114.7
face_2389,f,32,403.87,65.81,107.49
face_2390,m,18,293.65,60.42,123.34
face_2391,m,44,491.04,60.03,117.49
face_2392,m,35,439.48,62.4,118.43
face_2393,f,55,573.54,64.44,112.09
face_2394,m,22,1472.35,64.38,113.4
face_2395,f,50,1188.15,64.06,112.75
face_2396,f,58,263.71,59.25,118.35
face_2397,f,51,483,61.12,115.64
face_2398,f,25,398.84,65.6,108.06
face_2399,m,48,640.67,65.1,110.01
face_2400,f,46,300.68,61.45,113.56
face_2401,m,23,453.94,63.37,116.49
face_2402,m,28,877.63,65.84,113.28
face_2403,f,50,822.64,65.9,111.4
face_2404,f,29,336,64.48,109.21
face_2405,f,50,522.29,62.16,110.86
face_2406,m,28,544.92,64.93,112.55
face_2407,f,46,619.45,60.1,111.79
face_2408,f,21,271.9,60.02,112.85
face_2409,m,35,688.42,63.36,113.99
face_2410,f,37,310.8,63.099999999999994,111.75
face_2411,m,33,329.17,64.91,110.22
face_2412,f,44,682.85,61.47,108.79
face_2413,m,24,645.96,68.5,109.52
face_2414,f,53,316.46,58.08,120.7
face_2415,m,41,339.55,63.21,119.26
face_2416,f,22,380.98,61.14,111.98
face_2417,m,38,498.56,64.05,113.05
face_2418,m,40,615.33,59.96,118.76
face_2419,m,49,348.18,64.89,113.9
face_2420,f,27,477.38,59.98,113.91
face_2421,m,50,694.43,64.31,116.72
face_2422,m,20,366.84,58.51,117.98
face_2423,m,45,656.79,64.44,114.67
face_2424,m,24,467.93,63.54,117.41
face_2425,m,40,654.69,64.11,117.46
face_2426,m,53,331.6,65.38,111.78
face_2427,f,56,532.3,63.89,113.37
face_2428,m,39,302.18,63.64,116.54
face_2429,f,18,571.6,63.18000000000001,114.93
face_2430,m,18,402.77,68.57,105.59
face_2431,m,44,619.14,60.68,117.63
face_2432,m,39,554.17,65.75,112.2
face_2433,m,42,606.92,62.15,115.92
face_2434,f,40,593.81,56.85,119.69
face_2435,f,45,649.06,61.72,111.92
face_2436,m,25,1013.66,63.29,117.29
face_2437,f,20,578.85,55.21,119.23
face_2438,m,30,479.32,63.09,109.16
face_2439,m,53,567.83,64.65,114.74
face_2440,f,36,458.91,66.47,108.53
face_2441,f,22,445.77,65.51,114.61
face_2442,m,23,210.35,68.48,112.37
face_2443,f,26,613.76,59,116.45
face_2444,f,35,492.02,61.39,115
face_2445,m,37,418.79,62.03,117.33
face_2446,m,37,541.42,67.43,109.65
face_2447,m,29,632.26,65.44,114.5
face_2448,f,60,408.61,61.55,111.78
face_2449,f,29,457.21,63.28,108.32
face_2450,m,39,420.43,62.66,112.89
face_2451,f,55,388.55,64.91,111.64
face_2452,m,26,359.91,66.31,109.37
face_2453,f,48,452.67,60.24,112.35
face_2454,m,35,569.52,64.62,114.78
face_2455,m,56,739.59,60.86,115.19
face_2456,f,19,627.01,61.42,111.39
face_2457,m,38,428.96,60.46,113.21
face_2458,f,38,903.59,59.27,116.12
face_2459,f,46,662.49,61.67,115.73
face_2460,f,19,479.23,59.6,112.9
face_2461,f,36,542.91,65.63,109.83
face_2462,m,52,719.39,63.85,116.25
face_2463,m,26,420.81,63.91,115.32
face_2464,f,53,640.07,62.42,113.88
face_2465,f,41,424.7,61.629999999999995,114.29
face_2466,m,55,548.51,65.28,112.21
face_2467,f,24,627.19,59.7,116.78
face_2468,f,59,543.36,60.84,113.98
face_2469,m,56,1113.58,65.08,114.29
face_2470,m,45,427.61,60.3,120.67
face_2471,f,46,428.33,61.33,112.02
face_2472,m,53,468.52,63.84,116.48
face_2473,f,24,735.52,62.69,112.65
face_2474,f,34,458.6,61.53,113.21
face_2475,m,27,495.91,61.57,114.11
face_2476,f,49,511.62,64.9,112.39
face_2477,f,53,424.11,60.5,115.72
face_2478,f,24,884.85,65.46,108.77
face_2479,m,57,1099.86,62.99,114.95
face_2480,m,39,426.81,67.24,111.47
face_2481,f,23,371.75,63.06999999999999,114.32
face_2482,f,24,617.21,60.3,111.61
face_2483,m,58,636.88,67.03,112.76
face_2484,m,44,413.89,62.27,115.7
face_2485,m,19,713.3,64.32,112.01
face_2486,m,56,624.94,64.56,111.32
face_2487,m,44,1182.39,60.59,117.87
face_2488,f,56,2024.48,60.49,114.92
face_2489,m,31,517.98,58.8,120.61
face_2490,m,18,558.13,62.72,113.11
face_2491,f,29,543.22,64.94,112.19
face_2492,f,54,392.03,60.61,113.37
face_2493,f,45,555,59.36,116.09
face_2494,m,22,620.1,62.04,117.7
face_2495,f,25,364.4,61.64,112.4
face_2496,f,54,495.85,62.86,112.06
face_2497,m,20,244.68,64.37,109.7
face_2498,m,59,462.56,61.96,115.22
face_2499,m,48,600.31,65.09,115.35
face_2500,f,20,580.62,54.65,115.5
face_2501,f,23,481.55,59.65,112.92
face_2502,m,28,766.23,60.5,111.79
face_2503,m,58,337.11,65.04,110.79
face_2504,f,50,728.3,60.13,113.74
face_2505,f,24,766.36,60.59,112.77
face_2506,f,30,608.2,61.32,116.27
face_2507,f,24,834.44,62.59,109.67
face_2508,m,39,491.76,69.28,103.09
face_2509,m,58,404.34,62.76,114.93
face_2510,f,56,691.88,66.14,110.52
face_2511,m,40,729.51,66.85,108.69
face_2512,m,37,579.53,63.68,117.56
face_2513,m,42,874.79,60.43,119.19
face_2514,m,24,696.99,64.46,113.71
face_2515,f,28,512.73,59.91,114.01
face_2516,f,20,772.06,62.56999999999999,111.48
face_2517,m,43,438.48,62.19,115.25
face_2518,f,53,1061.94,56.94,121.67
face_2519,m,55,446.21,64.09,110.67
face_2520,f,35,387.54,60.27,114.8
face_2521,f,51,432.49,62.8,112.48
face_2522,m,53,529.67,66.18,109.46
face_2523,f,28,712.91,59.34,115.35
face_2524,m,24,444.63,64.57,109.83
face_2525,m,20,582.68,63.73,115.24
face_2526,m,39,747.77,64.42,117.19
face_2527,f,42,568.8,60.49,114.79
face_2528,m,23,324.44,66.95,113.48
face_2529,m,38,406.61,63.68,114.96
face_2530,f,33,389.3,66.52,110.56
face_2531,f,37,617.19,59.71,117.03
face_2532,f,47,783.17,59.9,113.06
face_2533,f,57,318.09,64.42,113.73
face_2534,m,26,873,64.77,112.94
face_2535,m,20,473.83,64.77,110.22
face_2536,m,53,665.34,64.47,115.97
face_2537,m,23,385.14,63.7,112.42
face_2538,f,29,615.28,59.81,116.41
face_2539,m,53,529.16,64.13,117.72
face_2540,f,26,581.35,60.86,115.1
face_2541,m,42,384.37,66.34,114.57
face_2542,f,46,483.81,62.08,112.21
face_2543,m,18,841.52,61.84,116.4
face_2544,f,58,396.96,61.23,110.81
face_2545,f,21,809.57,59.76,120.01
face_2546,m,25,590.49,64.66,114.51
face_2547,m,44,848.74,63.73,113.5
face_2548,f,58,1008.12,65.43,115.78
face_2549,f,22,528.5,57.66,112.32
face_2550,f,22,469.32,59.73,114.58
face_2551,m,59,566.88,66.75,112.73
face_2552,f,30,499.14,62.739999999999995,111.94
face_2553,m,34,655.15,66.1,114.59
face_2554,f,42,505.25,58.87,113.22
face_2555,m,43,528.39,63.85,114.62
face_2556,m,58,753.56,63.54,112.95
face_2557,m,32,459.86,69.84,105.66
face_2558,m,50,786.85,61.47,118.13
face_2559,m,59,427.76,59.26,119.2
face_2560,m,52,419.02,62.6,114.64
face_2561,f,47,742.24,68.14,106.14
face_2562,m,53,908.13,65.68,113.37
face_2563,f,26,962.4,62.97,111.88
face_2564,m,35,821.87,65.51,111.29
face_2565,f,41,594.83,61,116.64
face_2566,f,47,505.14,64.21,113.89
face_2567,f,58,644.08,60.43,115.36
face_2568,f,33,246.31,62.06,110.94
face_2569,m,32,742.06,62.61,115.64
face_2570,f,33,339.38,57.48,116.88
face_2571,m,44,340.1,67.3,113.48
face_2572,m,59,433.87,65.19,108.7
face_2573,m,19,587.99,63.69,114.68
face_2574,f,46,538.82,64.6,108.67
face_2575,m,20,372.38,68.12,108.8
face_2576,m,31,456.15,59.53,121.64
face_2577,f,29,379.97,62.93000000000001,111.98
face_2578,f,23,522.56,59.53,116.7
face_2579,f,25,414.65,60.77,117.26
face_2580,f,58,538.91,53.47,118.42
face_2581,f,28,475.2,63.650000000000006,112.7
face_2582,f,20,532.95,62.370000000000005,113.16
face_2583,m,24,638.71,61.53,116.33
face_2584,m,56,470.51,64.12,115.35
face_2585,f,56,1304.16,60.73,113.22
face_2586,f,60,488.03,65.57,110.75
face_2587,m,38,547.34,63.13,116.19
face_2588,f,42,932.55,65.9,110.84
face_2589,f,35,337.53,64.72,109.35
face_2590,f,25,511.65,62.099999999999994,111.7
face_2591,m,30,367.94,63.45,114.92
face_2592,f,34,432.32,59.95,113.3
face_2593,m,35,468.66,65.96,114.21
face_2594,f,35,593.62,64.01,110.05
face_2595,m,49,541.66,61.81,120.96
face_2596,f,18,291.05,63.010000000000005,115.62
face_2597,f,49,827.63,61.14,114.9
face_2598,f,53,288.41,64.75,113.61
face_2599,m,44,382.95,62.24,117.96
face_2600,f,57,370.62,57.51,117.05
face_2601,f,39,335.52,58.85,117.99
face_2602,m,27,580.51,65.42,118.15
face_2603,f,46,716.17,63.230000000000004,113.57
face_2604,m,27,620.7,61.27,112.62
face_2605,m,46,899.38,63.71,106.75
face_2606,m,28,796.99,62.79,114.82
face_2607,m,55,760.85,60.88,116.72
face_2608,f,46,350.11,59.65,114.45
face_2609,m,27,582.82,64.56,112.09
face_2610,f,32,580,58.92,117.29
face_2611,m,42,342.27,60.63,114.91
face_2612,m,30,446.32,66.15,114.39
face_2613,f,54,1052.17,61.92,107.32
face_2614,m,32,518.23,63.97,117.02
face_2615,m,34,330.22,61.05,117.46
face_2616,f,60,543.06,57.79,118.19
face_2617,m,42,578.33,69.03,111.23
face_2618,f,56,364.5,61.38,113.07
face_2619,f,44,627.07,58.26,118.63
face_2620,f,37,523.96,61.599999999999994,116.69
face_2621,f,28,558.17,61.11,119.28
face_2622,f,27,605.16,62.81999999999999,113.42
face_2623,f,53,682.89,59.06,118.58
face_2624,m,53,644.48,64.36,111.77
face_2625,m,30,1043.69,61.63,118.09
face_2626,f,45,496.39,58.37,117.91
face_2627,m,57,1074.11,69.8,106.44
face_2628,m,37,437.1,61.21,115.59
face_2629,m,32,634.94,62.42,115.24
face_2630,f,18,714.71,62.95,110.81
face_2631,f,56,307.79,61.95,109.98
face_2632,m,18,360.15,68.1,110.59
face_2633,m,58,558.46,68.73,109.38
face_2634,m,46,485.11,63.18,114.02
face_2635,m,52,382.59,64.76,116.41
face_2636,m,42,399.05,64.62,112.09
face_2637,f,45,417.98,62.31999999999999,115.01
face_2638,f,19,747.39,62.17,112.71
face_2639,m,45,463.77,62.23,115.58
face_2640,m,30,561.69,65.61,115.58
face_2641,f,33,857.66,60.88,114.48
face_2642,m,31,750.88,62.58,113.82
face_2643,m,37,790.65,61.8,117.61
face_2644,f,32,839.05,57.85,117.78
face_2645,f,39,696.14,65.34,112.11
face_2646,m,57,766.67,66.06,109.88
face_2647,m,49,825.77,65.84,113.91
face_2648,m,57,735.2,63.33,112.07
face_2649,f,49,606.77,59.44,117.73
face_2650,f,37,402.31,59.62,113.99
face_2651,m,45,952.59,63.85,113.9
face_2652,m,35,517.72,63.17,113.52
face_2653,m,23,988.27,64.7,113.87
face_2654,f,41,804.82,63.58,109.69
face_2655,f,21,716.65,66.84,107.64
face_2656,f,21,1532.86,58.87,115.77
face_2657,m,41,1845.92,66.48,110.79
face_2658,f,22,558.12,62.31,112.55
face_2659,f,19,510.65,63.44,111.23
face_2660,m,57,538.62,59.14,120.93
face_2661,f,21,778.66,58.97,116.51
face_2662,f,36,798.37,62.459999999999994,113.03
face_2663,m,26,402.7,60.62,114.87
face_2664,m,23,564.2,63.52,111.55
